date,region,disease,cases
2020-05-10,Caraga,Dengue,56
2020-05-17,Caraga,Dengue,63
2020-05-24,Caraga,Dengue,53
2020-05-31,Caraga,Dengue,54
2020-06-07,Caraga,Dengue,30
2020-06-14,Caraga,Dengue,55
2020-06-21,Caraga,Dengue,42
2020-06-28,Caraga,Dengue,35
2020-07-05,Caraga,Dengue,37
2020-07-12,Caraga,Dengue,25
2020-07-19,Caraga,Dengue,25
2020-07-26,Caraga,Dengue,35
2020-08-02,Caraga,Dengue,36
2020-08-09,Caraga,Dengue,19
2020-08-16,Caraga,Dengue,36
2020-08-23,Caraga,Dengue,20
2020-08-30,Caraga,Dengue,26
2020-09-06,Caraga,Dengue,0
2020-09-13,Caraga,Dengue,17
2020-09-20,Caraga,Dengue,0
2020-09-27,Caraga,Dengue,11
2020-10-04,Caraga,Dengue,0
2020-10-11,Caraga,Dengue,7
2020-10-18,Caraga,Dengue,0
2020-10-25,Caraga,Dengue,3
2020-11-01,Caraga,Dengue,0
2020-11-08,Caraga,Dengue,5
2020-11-15,Caraga,Dengue,0
2020-11-22,Caraga,Dengue,4
2020-11-29,Caraga,Dengue,3
2020-12-06,Caraga,Dengue,4
2020-12-13,Caraga,Dengue,5
2020-12-20,Caraga,Dengue,10
2020-12-27,Caraga,Dengue,8
2021-01-03,Caraga,Dengue,9
2021-01-10,Caraga,Dengue,3
2016-01-10,NCR,Dengue,307
2016-01-17,NCR,Dengue,332
2016-01-24,NCR,Dengue,353
2016-01-31,NCR,Dengue,269
2016-02-07,NCR,Dengue,250
2016-02-14,NCR,Dengue,250
2016-02-21,NCR,Dengue,265
2016-02-28,NCR,Dengue,234
2016-03-06,NCR,Dengue,234
2016-03-13,NCR,Dengue,184
2016-03-20,NCR,Dengue,165
2016-03-27,NCR,Dengue,147
2016-04-03,NCR,Dengue,153
2016-04-10,NCR,Dengue,115
2016-04-17,NCR,Dengue,83
2016-04-24,NCR,Dengue,97
2016-05-01,NCR,Dengue,88
2016-05-08,NCR,Dengue,80
2016-05-15,NCR,Dengue,93
2016-05-22,NCR,Dengue,73
2016-05-29,NCR,Dengue,80
2016-06-05,NCR,Dengue,68
2016-06-12,NCR,Dengue,97
2016-06-19,NCR,Dengue,107
2016-06-26,NCR,Dengue,134
2016-07-03,NCR,Dengue,168
2016-07-10,NCR,Dengue,212
2016-07-17,NCR,Dengue,246
2016-07-24,NCR,Dengue,371
2016-07-31,NCR,Dengue,439
2016-08-07,NCR,Dengue,584
2016-08-14,NCR,Dengue,556
2016-08-21,NCR,Dengue,501
2016-08-28,NCR,Dengue,650
2016-09-04,NCR,Dengue,3
2016-09-11,NCR,Dengue,604
2016-09-18,NCR,Dengue,5
2016-09-25,NCR,Dengue,679
2016-10-02,NCR,Dengue,2
2016-10-09,NCR,Dengue,578
2016-10-16,NCR,Dengue,2
2016-10-23,NCR,Dengue,450
2016-10-30,NCR,Dengue,1
2016-11-06,NCR,Dengue,509
2016-11-13,NCR,Dengue,0
2016-11-20,NCR,Dengue,560
2016-11-27,NCR,Dengue,403
2016-12-04,NCR,Dengue,355
2016-12-11,NCR,Dengue,302
2016-12-18,NCR,Dengue,301
2016-12-25,NCR,Dengue,263
2017-01-01,NCR,Dengue,232
2017-01-08,NCR,Dengue,310
2017-01-15,NCR,Dengue,460
2017-01-22,NCR,Dengue,329
2017-01-29,NCR,Dengue,345
2017-02-05,NCR,Dengue,311
2017-02-12,NCR,Dengue,292
2017-02-19,NCR,Dengue,292
2017-02-26,NCR,Dengue,266
2017-03-05,NCR,Dengue,264
2017-03-12,NCR,Dengue,255
2017-03-19,NCR,Dengue,211
2017-03-26,NCR,Dengue,200
2017-04-02,NCR,Dengue,200
2017-04-09,NCR,Dengue,174
2017-04-16,NCR,Dengue,143
2017-04-23,NCR,Dengue,137
2017-04-30,NCR,Dengue,113
2017-05-07,NCR,Dengue,116
2017-05-14,NCR,Dengue,131
2017-05-21,NCR,Dengue,149
2017-05-28,NCR,Dengue,147
2017-06-04,NCR,Dengue,175
2017-06-11,NCR,Dengue,215
2017-06-18,NCR,Dengue,301
2017-06-25,NCR,Dengue,336
2017-07-02,NCR,Dengue,394
2017-07-09,NCR,Dengue,421
2017-07-16,NCR,Dengue,544
2017-07-23,NCR,Dengue,914
2017-07-30,NCR,Dengue,866
2017-08-06,NCR,Dengue,855
2017-08-13,NCR,Dengue,1253
2017-08-20,NCR,Dengue,1299
2017-08-27,NCR,Dengue,1148
2017-09-03,NCR,Dengue,978
2017-09-10,NCR,Dengue,1091
2017-09-17,NCR,Dengue,870
2017-09-24,NCR,Dengue,844
2017-10-01,NCR,Dengue,854
2017-10-08,NCR,Dengue,688
2017-10-15,NCR,Dengue,735
2017-10-22,NCR,Dengue,734
2017-10-29,NCR,Dengue,822
2017-11-05,NCR,Dengue,606
2017-11-12,NCR,Dengue,734
2017-11-19,NCR,Dengue,634
2017-11-26,NCR,Dengue,614
2017-12-03,NCR,Dengue,522
2017-12-10,NCR,Dengue,407
2017-12-17,NCR,Dengue,477
2017-12-24,NCR,Dengue,386
2017-12-31,NCR,Dengue,309
2018-01-07,NCR,Dengue,447
2018-01-14,NCR,Dengue,463
2018-01-21,NCR,Dengue,580
2018-01-28,NCR,Dengue,553
2018-02-04,NCR,Dengue,510
2018-02-11,NCR,Dengue,537
2018-02-18,NCR,Dengue,430
2018-02-25,NCR,Dengue,488
2018-03-04,NCR,Dengue,442
2018-03-11,NCR,Dengue,201
2018-03-18,NCR,Dengue,305
2018-03-25,NCR,Dengue,212
2018-04-01,NCR,Dengue,201
2018-04-08,NCR,Dengue,194
2018-04-15,NCR,Dengue,177
2018-04-22,NCR,Dengue,180
2018-04-29,NCR,Dengue,145
2018-05-06,NCR,Dengue,168
2018-05-13,NCR,Dengue,126
2018-05-20,NCR,Dengue,132
2018-05-27,NCR,Dengue,177
2018-06-03,NCR,Dengue,169
2018-06-10,NCR,Dengue,216
2018-06-17,NCR,Dengue,173
2018-06-24,NCR,Dengue,274
2018-07-01,NCR,Dengue,399
2018-07-08,NCR,Dengue,441
2018-07-15,NCR,Dengue,505
2018-07-22,NCR,Dengue,620
2018-07-29,NCR,Dengue,643
2018-08-05,NCR,Dengue,809
2018-08-12,NCR,Dengue,815
2018-08-19,NCR,Dengue,771
2018-08-26,NCR,Dengue,928
2018-09-02,NCR,Dengue,1044
2018-09-09,NCR,Dengue,1025
2018-09-16,NCR,Dengue,944
2018-09-23,NCR,Dengue,964
2018-09-30,NCR,Dengue,1154
2018-10-07,NCR,Dengue,1178
2018-10-14,NCR,Dengue,1323
2018-10-21,NCR,Dengue,1131
2018-10-28,NCR,Dengue,840
2018-11-04,NCR,Dengue,858
2018-11-11,NCR,Dengue,826
2018-11-18,NCR,Dengue,925
2018-11-25,NCR,Dengue,726
2018-12-02,NCR,Dengue,659
2018-12-09,NCR,Dengue,556
2018-12-16,NCR,Dengue,576
2018-12-23,NCR,Dengue,521
2018-12-30,NCR,Dengue,519
2019-01-06,NCR,Dengue,0
2019-01-13,NCR,Dengue,530
2019-01-20,NCR,Dengue,819
2019-01-27,NCR,Dengue,733
2019-02-03,NCR,Dengue,707
2019-02-10,NCR,Dengue,689
2019-02-17,NCR,Dengue,518
2019-02-24,NCR,Dengue,434
2019-03-03,NCR,Dengue,384
2019-03-10,NCR,Dengue,304
2019-03-17,NCR,Dengue,279
2019-03-24,NCR,Dengue,214
2019-03-31,NCR,Dengue,196
2019-04-07,NCR,Dengue,168
2019-04-14,NCR,Dengue,157
2019-04-21,NCR,Dengue,133
2019-04-28,NCR,Dengue,74
2019-05-05,NCR,Dengue,128
2019-05-12,NCR,Dengue,129
2019-05-19,NCR,Dengue,104
2019-05-26,NCR,Dengue,81
2019-06-02,NCR,Dengue,116
2019-06-09,NCR,Dengue,117
2019-06-16,NCR,Dengue,175
2019-06-23,NCR,Dengue,165
2019-06-30,NCR,Dengue,244
2019-07-07,NCR,Dengue,305
2019-07-14,NCR,Dengue,317
2019-07-21,NCR,Dengue,515
2019-07-28,NCR,Dengue,702
2019-08-04,NCR,Dengue,1110
2019-08-11,NCR,Dengue,1161
2019-08-18,NCR,Dengue,1325
2019-08-25,NCR,Dengue,1885
2019-09-01,NCR,Dengue,2137
2019-09-08,NCR,Dengue,2449
2019-09-15,NCR,Dengue,2475
2019-09-22,NCR,Dengue,1974
2019-09-29,NCR,Dengue,1998
2019-10-06,NCR,Dengue,1920
2019-10-13,NCR,Dengue,1678
2019-10-20,NCR,Dengue,1733
2019-10-27,NCR,Dengue,1445
2019-11-03,NCR,Dengue,1208
2019-11-10,NCR,Dengue,1101
2019-11-17,NCR,Dengue,1135
2019-11-24,NCR,Dengue,1050
2019-12-01,NCR,Dengue,833
2019-12-08,NCR,Dengue,744
2019-12-15,NCR,Dengue,675
2019-12-22,NCR,Dengue,615
2019-12-29,NCR,Dengue,390
2020-01-05,NCR,Dengue,134
2020-01-12,NCR,Dengue,565
2020-01-19,NCR,Dengue,940
2020-01-26,NCR,Dengue,689
2020-02-02,NCR,Dengue,678
2020-02-09,NCR,Dengue,511
2020-02-16,NCR,Dengue,477
2020-02-23,NCR,Dengue,325
2020-03-01,NCR,Dengue,312
2020-03-08,NCR,Dengue,289
2020-03-15,NCR,Dengue,185
2020-03-22,NCR,Dengue,159
2020-03-29,NCR,Dengue,87
2020-04-05,NCR,Dengue,42
2020-04-12,NCR,Dengue,31
2020-04-19,NCR,Dengue,13
2020-04-26,NCR,Dengue,13
2020-05-03,NCR,Dengue,16
2020-05-10,NCR,Dengue,2
2020-05-17,NCR,Dengue,21
2020-05-24,NCR,Dengue,15
2020-05-31,NCR,Dengue,11
2020-06-07,NCR,Dengue,9
2020-06-14,NCR,Dengue,9
2020-06-21,NCR,Dengue,24
2020-06-28,NCR,Dengue,15
2020-07-05,NCR,Dengue,28
2020-07-12,NCR,Dengue,25
2020-07-19,NCR,Dengue,30
2020-07-26,NCR,Dengue,29
2020-08-02,NCR,Dengue,23
2020-08-09,NCR,Dengue,27
2020-08-16,NCR,Dengue,40
2020-08-23,NCR,Dengue,39
2020-08-30,NCR,Dengue,29
2020-09-06,NCR,Dengue,0
2020-09-13,NCR,Dengue,65
2020-09-20,NCR,Dengue,0
2020-09-27,NCR,Dengue,66
2020-10-04,NCR,Dengue,0
2020-10-11,NCR,Dengue,56
2020-10-18,NCR,Dengue,0
2020-10-25,NCR,Dengue,73
2020-11-01,NCR,Dengue,0
2020-11-08,NCR,Dengue,110
2020-11-15,NCR,Dengue,0
2020-11-22,NCR,Dengue,133
2020-11-29,NCR,Dengue,180
2020-12-06,NCR,Dengue,199
2020-12-13,NCR,Dengue,195
2020-12-20,NCR,Dengue,147
2020-12-27,NCR,Dengue,117
2021-01-03,NCR,Dengue,108
2021-01-10,NCR,Dengue,73
2016-01-10,Region I (Ilocos),Dengue,210
2016-01-17,Region I (Ilocos),Dengue,167
2016-01-24,Region I (Ilocos),Dengue,155
2016-01-31,Region I (Ilocos),Dengue,173
2016-02-07,Region I (Ilocos),Dengue,119
2016-02-14,Region I (Ilocos),Dengue,94
2016-02-21,Region I (Ilocos),Dengue,89
2016-02-28,Region I (Ilocos),Dengue,72
2016-03-06,Region I (Ilocos),Dengue,69
2016-03-13,Region I (Ilocos),Dengue,80
2016-03-20,Region I (Ilocos),Dengue,69
2016-03-27,Region I (Ilocos),Dengue,58
2016-04-03,Region I (Ilocos),Dengue,56
2016-04-10,Region I (Ilocos),Dengue,73
2016-04-17,Region I (Ilocos),Dengue,62
2016-04-24,Region I (Ilocos),Dengue,49
2016-05-01,Region I (Ilocos),Dengue,59
2016-05-08,Region I (Ilocos),Dengue,47
2016-05-15,Region I (Ilocos),Dengue,45
2016-05-22,Region I (Ilocos),Dengue,46
2016-05-29,Region I (Ilocos),Dengue,46
2016-06-05,Region I (Ilocos),Dengue,64
2016-06-12,Region I (Ilocos),Dengue,71
2016-06-19,Region I (Ilocos),Dengue,82
2016-06-26,Region I (Ilocos),Dengue,128
2016-07-03,Region I (Ilocos),Dengue,138
2016-07-10,Region I (Ilocos),Dengue,188
2016-07-17,Region I (Ilocos),Dengue,241
2016-07-24,Region I (Ilocos),Dengue,305
2016-07-31,Region I (Ilocos),Dengue,423
2016-08-07,Region I (Ilocos),Dengue,416
2016-08-14,Region I (Ilocos),Dengue,427
2016-08-21,Region I (Ilocos),Dengue,370
2016-08-28,Region I (Ilocos),Dengue,385
2016-09-04,Region I (Ilocos),Dengue,357
2016-09-11,Region I (Ilocos),Dengue,420
2016-09-18,Region I (Ilocos),Dengue,346
2016-09-25,Region I (Ilocos),Dengue,292
2016-10-02,Region I (Ilocos),Dengue,255
2016-10-09,Region I (Ilocos),Dengue,238
2016-10-16,Region I (Ilocos),Dengue,193
2016-10-23,Region I (Ilocos),Dengue,154
2016-10-30,Region I (Ilocos),Dengue,160
2016-11-06,Region I (Ilocos),Dengue,132
2016-11-13,Region I (Ilocos),Dengue,191
2016-11-20,Region I (Ilocos),Dengue,131
2016-11-27,Region I (Ilocos),Dengue,101
2016-12-04,Region I (Ilocos),Dengue,73
2016-12-11,Region I (Ilocos),Dengue,73
2016-12-18,Region I (Ilocos),Dengue,51
2016-12-25,Region I (Ilocos),Dengue,38
2017-01-01,Region I (Ilocos),Dengue,30
2017-01-08,Region I (Ilocos),Dengue,82
2017-01-15,Region I (Ilocos),Dengue,64
2017-01-22,Region I (Ilocos),Dengue,59
2017-01-29,Region I (Ilocos),Dengue,50
2017-02-05,Region I (Ilocos),Dengue,49
2017-02-12,Region I (Ilocos),Dengue,54
2017-02-19,Region I (Ilocos),Dengue,59
2017-02-26,Region I (Ilocos),Dengue,40
2017-03-05,Region I (Ilocos),Dengue,37
2017-03-12,Region I (Ilocos),Dengue,41
2017-03-19,Region I (Ilocos),Dengue,32
2017-03-26,Region I (Ilocos),Dengue,41
2017-04-02,Region I (Ilocos),Dengue,33
2017-04-09,Region I (Ilocos),Dengue,35
2017-04-16,Region I (Ilocos),Dengue,33
2017-04-23,Region I (Ilocos),Dengue,44
2017-04-30,Region I (Ilocos),Dengue,29
2017-05-07,Region I (Ilocos),Dengue,33
2017-05-14,Region I (Ilocos),Dengue,48
2017-05-21,Region I (Ilocos),Dengue,50
2017-05-28,Region I (Ilocos),Dengue,48
2017-06-04,Region I (Ilocos),Dengue,45
2017-06-11,Region I (Ilocos),Dengue,95
2017-06-18,Region I (Ilocos),Dengue,96
2017-06-25,Region I (Ilocos),Dengue,126
2017-07-02,Region I (Ilocos),Dengue,164
2017-07-09,Region I (Ilocos),Dengue,194
2017-07-16,Region I (Ilocos),Dengue,206
2017-07-23,Region I (Ilocos),Dengue,195
2017-07-30,Region I (Ilocos),Dengue,273
2017-08-06,Region I (Ilocos),Dengue,325
2017-08-13,Region I (Ilocos),Dengue,470
2017-08-20,Region I (Ilocos),Dengue,389
2017-08-27,Region I (Ilocos),Dengue,425
2017-09-03,Region I (Ilocos),Dengue,382
2017-09-10,Region I (Ilocos),Dengue,334
2017-09-17,Region I (Ilocos),Dengue,314
2017-09-24,Region I (Ilocos),Dengue,303
2017-10-01,Region I (Ilocos),Dengue,245
2017-10-08,Region I (Ilocos),Dengue,243
2017-10-15,Region I (Ilocos),Dengue,263
2017-10-22,Region I (Ilocos),Dengue,224
2017-10-29,Region I (Ilocos),Dengue,184
2017-11-05,Region I (Ilocos),Dengue,199
2017-11-12,Region I (Ilocos),Dengue,212
2017-11-19,Region I (Ilocos),Dengue,218
2017-11-26,Region I (Ilocos),Dengue,236
2017-12-03,Region I (Ilocos),Dengue,208
2017-12-10,Region I (Ilocos),Dengue,188
2017-12-17,Region I (Ilocos),Dengue,214
2017-12-24,Region I (Ilocos),Dengue,154
2017-12-31,Region I (Ilocos),Dengue,121
2018-01-07,Region I (Ilocos),Dengue,200
2018-01-14,Region I (Ilocos),Dengue,203
2018-01-21,Region I (Ilocos),Dengue,194
2018-01-28,Region I (Ilocos),Dengue,102
2018-02-04,Region I (Ilocos),Dengue,157
2018-02-11,Region I (Ilocos),Dengue,121
2018-02-18,Region I (Ilocos),Dengue,83
2018-02-25,Region I (Ilocos),Dengue,87
2018-03-04,Region I (Ilocos),Dengue,62
2018-03-11,Region I (Ilocos),Dengue,71
2018-03-18,Region I (Ilocos),Dengue,51
2018-03-25,Region I (Ilocos),Dengue,51
2018-04-01,Region I (Ilocos),Dengue,67
2018-04-08,Region I (Ilocos),Dengue,78
2018-04-15,Region I (Ilocos),Dengue,54
2018-04-22,Region I (Ilocos),Dengue,70
2018-04-29,Region I (Ilocos),Dengue,56
2018-05-06,Region I (Ilocos),Dengue,58
2018-05-13,Region I (Ilocos),Dengue,74
2018-05-20,Region I (Ilocos),Dengue,112
2018-05-27,Region I (Ilocos),Dengue,90
2018-06-03,Region I (Ilocos),Dengue,107
2018-06-10,Region I (Ilocos),Dengue,197
2018-06-17,Region I (Ilocos),Dengue,201
2018-06-24,Region I (Ilocos),Dengue,216
2018-07-01,Region I (Ilocos),Dengue,455
2018-07-08,Region I (Ilocos),Dengue,614
2018-07-15,Region I (Ilocos),Dengue,635
2018-07-22,Region I (Ilocos),Dengue,745
2018-07-29,Region I (Ilocos),Dengue,925
2018-08-05,Region I (Ilocos),Dengue,920
2018-08-12,Region I (Ilocos),Dengue,912
2018-08-19,Region I (Ilocos),Dengue,726
2018-08-26,Region I (Ilocos),Dengue,708
2018-09-02,Region I (Ilocos),Dengue,555
2018-09-09,Region I (Ilocos),Dengue,524
2018-09-16,Region I (Ilocos),Dengue,389
2018-09-23,Region I (Ilocos),Dengue,429
2018-09-30,Region I (Ilocos),Dengue,324
2018-10-07,Region I (Ilocos),Dengue,268
2018-10-14,Region I (Ilocos),Dengue,316
2018-10-21,Region I (Ilocos),Dengue,267
2018-10-28,Region I (Ilocos),Dengue,230
2018-11-04,Region I (Ilocos),Dengue,205
2018-11-11,Region I (Ilocos),Dengue,242
2018-11-18,Region I (Ilocos),Dengue,560
2018-11-25,Region I (Ilocos),Dengue,278
2018-12-02,Region I (Ilocos),Dengue,752
2018-12-09,Region I (Ilocos),Dengue,243
2018-12-16,Region I (Ilocos),Dengue,188
2018-12-23,Region I (Ilocos),Dengue,192
2018-12-30,Region I (Ilocos),Dengue,147
2019-01-06,Region I (Ilocos),Dengue,0
2019-01-13,Region I (Ilocos),Dengue,165
2019-01-20,Region I (Ilocos),Dengue,211
2019-01-27,Region I (Ilocos),Dengue,220
2019-02-03,Region I (Ilocos),Dengue,211
2019-02-10,Region I (Ilocos),Dengue,156
2019-02-17,Region I (Ilocos),Dengue,143
2019-02-24,Region I (Ilocos),Dengue,123
2019-03-03,Region I (Ilocos),Dengue,123
2019-03-10,Region I (Ilocos),Dengue,90
2019-03-17,Region I (Ilocos),Dengue,79
2019-03-24,Region I (Ilocos),Dengue,53
2019-03-31,Region I (Ilocos),Dengue,54
2019-04-07,Region I (Ilocos),Dengue,55
2019-04-14,Region I (Ilocos),Dengue,36
2019-04-21,Region I (Ilocos),Dengue,56
2019-04-28,Region I (Ilocos),Dengue,36
2019-05-05,Region I (Ilocos),Dengue,54
2019-05-12,Region I (Ilocos),Dengue,45
2019-05-19,Region I (Ilocos),Dengue,54
2019-05-26,Region I (Ilocos),Dengue,44
2019-06-02,Region I (Ilocos),Dengue,51
2019-06-09,Region I (Ilocos),Dengue,74
2019-06-16,Region I (Ilocos),Dengue,132
2019-06-23,Region I (Ilocos),Dengue,191
2019-06-30,Region I (Ilocos),Dengue,295
2019-07-07,Region I (Ilocos),Dengue,381
2019-07-14,Region I (Ilocos),Dengue,598
2019-07-21,Region I (Ilocos),Dengue,793
2019-07-28,Region I (Ilocos),Dengue,815
2019-08-04,Region I (Ilocos),Dengue,1021
2019-08-11,Region I (Ilocos),Dengue,946
2019-08-18,Region I (Ilocos),Dengue,1123
2019-08-25,Region I (Ilocos),Dengue,1088
2019-09-01,Region I (Ilocos),Dengue,1102
2019-09-08,Region I (Ilocos),Dengue,1052
2019-09-15,Region I (Ilocos),Dengue,978
2019-09-22,Region I (Ilocos),Dengue,884
2019-09-29,Region I (Ilocos),Dengue,798
2019-10-06,Region I (Ilocos),Dengue,684
2019-10-13,Region I (Ilocos),Dengue,591
2019-10-20,Region I (Ilocos),Dengue,728
2019-10-27,Region I (Ilocos),Dengue,582
2019-11-03,Region I (Ilocos),Dengue,470
2019-11-10,Region I (Ilocos),Dengue,993
2019-11-17,Region I (Ilocos),Dengue,341
2019-11-24,Region I (Ilocos),Dengue,329
2019-12-01,Region I (Ilocos),Dengue,249
2019-12-08,Region I (Ilocos),Dengue,190
2019-12-15,Region I (Ilocos),Dengue,183
2019-12-22,Region I (Ilocos),Dengue,123
2019-12-29,Region I (Ilocos),Dengue,74
2020-01-05,Region I (Ilocos),Dengue,13
2020-01-12,Region I (Ilocos),Dengue,129
2020-01-19,Region I (Ilocos),Dengue,170
2020-01-26,Region I (Ilocos),Dengue,112
2020-02-02,Region I (Ilocos),Dengue,123
2020-02-09,Region I (Ilocos),Dengue,100
2020-02-16,Region I (Ilocos),Dengue,101
2020-02-23,Region I (Ilocos),Dengue,118
2020-03-01,Region I (Ilocos),Dengue,122
2020-03-08,Region I (Ilocos),Dengue,85
2020-03-15,Region I (Ilocos),Dengue,58
2020-03-22,Region I (Ilocos),Dengue,55
2020-03-29,Region I (Ilocos),Dengue,32
2020-04-05,Region I (Ilocos),Dengue,19
2020-04-12,Region I (Ilocos),Dengue,10
2020-04-19,Region I (Ilocos),Dengue,10
2020-04-26,Region I (Ilocos),Dengue,7
2020-05-03,Region I (Ilocos),Dengue,11
2020-05-10,Region I (Ilocos),Dengue,18
2020-05-17,Region I (Ilocos),Dengue,17
2020-05-24,Region I (Ilocos),Dengue,19
2020-05-31,Region I (Ilocos),Dengue,22
2020-06-07,Region I (Ilocos),Dengue,19
2020-06-14,Region I (Ilocos),Dengue,41
2020-06-21,Region I (Ilocos),Dengue,51
2020-06-28,Region I (Ilocos),Dengue,75
2020-07-05,Region I (Ilocos),Dengue,96
2020-07-12,Region I (Ilocos),Dengue,97
2020-07-19,Region I (Ilocos),Dengue,127
2020-07-26,Region I (Ilocos),Dengue,132
2020-08-02,Region I (Ilocos),Dengue,169
2020-08-09,Region I (Ilocos),Dengue,194
2020-08-16,Region I (Ilocos),Dengue,217
2020-08-23,Region I (Ilocos),Dengue,213
2020-08-30,Region I (Ilocos),Dengue,237
2020-09-06,Region I (Ilocos),Dengue,265
2020-09-13,Region I (Ilocos),Dengue,255
2020-09-20,Region I (Ilocos),Dengue,284
2020-09-27,Region I (Ilocos),Dengue,248
2020-10-04,Region I (Ilocos),Dengue,204
2020-10-11,Region I (Ilocos),Dengue,160
2020-10-18,Region I (Ilocos),Dengue,226
2020-10-25,Region I (Ilocos),Dengue,217
2020-11-01,Region I (Ilocos),Dengue,236
2020-11-08,Region I (Ilocos),Dengue,216
2020-11-15,Region I (Ilocos),Dengue,241
2020-11-22,Region I (Ilocos),Dengue,258
2020-11-29,Region I (Ilocos),Dengue,261
2020-12-06,Region I (Ilocos),Dengue,287
2020-12-13,Region I (Ilocos),Dengue,295
2020-12-20,Region I (Ilocos),Dengue,259
2020-12-27,Region I (Ilocos),Dengue,240
2021-01-03,Region I (Ilocos),Dengue,201
2021-01-10,Region I (Ilocos),Dengue,45
2016-01-10,Region II (Cagayan Valley),Dengue,228
2016-01-17,Region II (Cagayan Valley),Dengue,155
2016-01-24,Region II (Cagayan Valley),Dengue,174
2016-01-31,Region II (Cagayan Valley),Dengue,102
2016-02-07,Region II (Cagayan Valley),Dengue,123
2016-02-14,Region II (Cagayan Valley),Dengue,110
2016-02-21,Region II (Cagayan Valley),Dengue,114
2016-02-28,Region II (Cagayan Valley),Dengue,61
2016-03-06,Region II (Cagayan Valley),Dengue,70
2016-03-13,Region II (Cagayan Valley),Dengue,47
2016-03-20,Region II (Cagayan Valley),Dengue,40
2016-03-27,Region II (Cagayan Valley),Dengue,54
2016-04-03,Region II (Cagayan Valley),Dengue,42
2016-04-10,Region II (Cagayan Valley),Dengue,33
2016-04-17,Region II (Cagayan Valley),Dengue,28
2016-04-24,Region II (Cagayan Valley),Dengue,35
2016-05-01,Region II (Cagayan Valley),Dengue,39
2016-05-08,Region II (Cagayan Valley),Dengue,15
2016-05-15,Region II (Cagayan Valley),Dengue,26
2016-05-22,Region II (Cagayan Valley),Dengue,29
2016-05-29,Region II (Cagayan Valley),Dengue,17
2016-06-05,Region II (Cagayan Valley),Dengue,22
2016-06-12,Region II (Cagayan Valley),Dengue,35
2016-06-19,Region II (Cagayan Valley),Dengue,32
2016-06-26,Region II (Cagayan Valley),Dengue,37
2016-07-03,Region II (Cagayan Valley),Dengue,50
2016-07-10,Region II (Cagayan Valley),Dengue,59
2016-07-17,Region II (Cagayan Valley),Dengue,56
2016-07-24,Region II (Cagayan Valley),Dengue,127
2016-07-31,Region II (Cagayan Valley),Dengue,98
2016-08-07,Region II (Cagayan Valley),Dengue,171
2016-08-14,Region II (Cagayan Valley),Dengue,172
2016-08-21,Region II (Cagayan Valley),Dengue,183
2016-08-28,Region II (Cagayan Valley),Dengue,228
2016-09-04,Region II (Cagayan Valley),Dengue,183
2016-09-11,Region II (Cagayan Valley),Dengue,167
2016-09-18,Region II (Cagayan Valley),Dengue,119
2016-09-25,Region II (Cagayan Valley),Dengue,83
2016-10-02,Region II (Cagayan Valley),Dengue,61
2016-10-09,Region II (Cagayan Valley),Dengue,84
2016-10-16,Region II (Cagayan Valley),Dengue,74
2016-10-23,Region II (Cagayan Valley),Dengue,41
2016-10-30,Region II (Cagayan Valley),Dengue,32
2016-11-06,Region II (Cagayan Valley),Dengue,66
2016-11-13,Region II (Cagayan Valley),Dengue,57
2016-11-20,Region II (Cagayan Valley),Dengue,35
2016-11-27,Region II (Cagayan Valley),Dengue,23
2016-12-04,Region II (Cagayan Valley),Dengue,23
2016-12-11,Region II (Cagayan Valley),Dengue,18
2016-12-18,Region II (Cagayan Valley),Dengue,6
2016-12-25,Region II (Cagayan Valley),Dengue,7
2017-01-01,Region II (Cagayan Valley),Dengue,4
2017-01-08,Region II (Cagayan Valley),Dengue,67
2017-01-15,Region II (Cagayan Valley),Dengue,83
2017-01-22,Region II (Cagayan Valley),Dengue,68
2017-01-29,Region II (Cagayan Valley),Dengue,43
2017-02-05,Region II (Cagayan Valley),Dengue,32
2017-02-12,Region II (Cagayan Valley),Dengue,28
2017-02-19,Region II (Cagayan Valley),Dengue,26
2017-02-26,Region II (Cagayan Valley),Dengue,26
2017-03-05,Region II (Cagayan Valley),Dengue,34
2017-03-12,Region II (Cagayan Valley),Dengue,41
2017-03-19,Region II (Cagayan Valley),Dengue,27
2017-03-26,Region II (Cagayan Valley),Dengue,28
2017-04-02,Region II (Cagayan Valley),Dengue,22
2017-04-09,Region II (Cagayan Valley),Dengue,33
2017-04-16,Region II (Cagayan Valley),Dengue,21
2017-04-23,Region II (Cagayan Valley),Dengue,17
2017-04-30,Region II (Cagayan Valley),Dengue,19
2017-05-07,Region II (Cagayan Valley),Dengue,32
2017-05-14,Region II (Cagayan Valley),Dengue,33
2017-05-21,Region II (Cagayan Valley),Dengue,37
2017-05-28,Region II (Cagayan Valley),Dengue,27
2017-06-04,Region II (Cagayan Valley),Dengue,32
2017-06-11,Region II (Cagayan Valley),Dengue,55
2017-06-18,Region II (Cagayan Valley),Dengue,97
2017-06-25,Region II (Cagayan Valley),Dengue,76
2017-07-02,Region II (Cagayan Valley),Dengue,124
2017-07-09,Region II (Cagayan Valley),Dengue,112
2017-07-16,Region II (Cagayan Valley),Dengue,103
2017-07-23,Region II (Cagayan Valley),Dengue,131
2017-07-30,Region II (Cagayan Valley),Dengue,169
2017-08-06,Region II (Cagayan Valley),Dengue,152
2017-08-13,Region II (Cagayan Valley),Dengue,240
