Year,Month,Morbidity Weel,Region,Cases,Deaths
2025,6,23,REGION IX (ZAMBOANGA PENINSULA),177,1
2025,6,23,REGION V (BICOL REGION),28,1
2025,6,23,REGION VI (WESTERN VISAYAS),373,1
2025,6,23,REGION VII (CENTRAL VISAYAS),103,2
2025,6,23,REGION VIII (EASTERN VISAYAS),36,1
2025,6,23,REGION X (NORTHERN MINDANAO),288,2
2025,6,23,REGION XI (DAVAO REGION),300,2
2025,6,23,REGION XII (SOCCSKSARGEN),261,0
2025,6,23,REGION XIII (CARAGA),106,0
2025,6,24,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),190,1
2025,6,24,CORDILLERA ADMINISTRATIVE REGION (CAR),197,0
2025,6,24,MIMAROPA REGION,312,2
2025,6,24,NATIONAL CAPITAL REGION (NCR),310,2
2025,6,24,NEGROS ISLAND REGION (NIR),221,1
2025,6,24,REGION I (ILOCOS REGION),207,1
2025,6,24,REGION II (CAGAYAN VALLEY),159,0
2025,6,24,REGION III (CENTRAL LUZON),703,3
2025,6,24,REGION IV-A (CALABARZON),469,2
2025,6,24,REGION IX (ZAMBOANGA PENINSULA),178,1
2025,6,24,REGION V (BICOL REGION),38,0
2025,6,24,REGION VI (WESTERN VISAYAS),431,0
2025,6,24,REGION VII (CENTRAL VISAYAS),118,0
2025,6,24,REGION VIII (EASTERN VISAYAS),31,0
2025,6,24,REGION X (NORTHERN MINDANAO),271,0
2025,6,24,REGION XI (DAVAO REGION),254,4
2025,6,24,REGION XII (SOCCSKSARGEN),307,1
2025,6,24,REGION XIII (CARAGA),109,1
2025,6,25,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),157,0
2025,6,25,CORDILLERA ADMINISTRATIVE REGION (CAR),212,0
2025,6,25,MIMAROPA REGION,420,0
2025,6,25,NATIONAL CAPITAL REGION (NCR),374,4
2025,6,25,NEGROS ISLAND REGION (NIR),287,0
2025,6,25,REGION I (ILOCOS REGION),315,2
2025,6,25,REGION II (CAGAYAN VALLEY),179,0
2025,6,25,REGION III (CENTRAL LUZON),861,1
2025,6,25,REGION IV-A (CALABARZON),610,0
2025,6,25,REGION IX (ZAMBOANGA PENINSULA),175,1
2025,6,25,REGION V (BICOL REGION),37,0
2025,6,25,REGION VI (WESTERN VISAYAS),540,3
2025,6,25,REGION VII (CENTRAL VISAYAS),176,0
2025,6,25,REGION VIII (EASTERN VISAYAS),53,0
2025,6,25,REGION X (NORTHERN MINDANAO),291,1
2025,6,25,REGION XI (DAVAO REGION),293,1
2025,6,25,REGION XII (SOCCSKSARGEN),308,1
2025,6,25,REGION XIII (CARAGA),76,0
2025,6,26,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),156,0
2025,6,26,CORDILLERA ADMINISTRATIVE REGION (CAR),181,1
2025,6,26,MIMAROPA REGION,381,1
2025,6,26,NATIONAL CAPITAL REGION (NCR),465,6
2025,6,26,NEGROS ISLAND REGION (NIR),271,0
2025,6,26,REGION I (ILOCOS REGION),408,1
2025,6,26,REGION II (CAGAYAN VALLEY),188,0
2025,6,26,REGION III (CENTRAL LUZON),1193,5
2025,6,26,REGION IV-A (CALABARZON),660,4
2025,6,26,REGION IX (ZAMBOANGA PENINSULA),169,4
2025,6,26,REGION V (BICOL REGION),43,0
2025,6,26,REGION VI (WESTERN VISAYAS),544,1
2025,6,26,REGION VII (CENTRAL VISAYAS),152,1
2025,6,26,REGION VIII (EASTERN VISAYAS),37,0
2025,6,26,REGION X (NORTHERN MINDANAO),288,1
2025,6,26,REGION XI (DAVAO REGION),290,1
2025,6,26,REGION XII (SOCCSKSARGEN),289,0
2025,6,26,REGION XIII (CARAGA),94,0
2025,6,27,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),42,0
2025,6,27,CORDILLERA ADMINISTRATIVE REGION (CAR),71,0
2025,6,27,MIMAROPA REGION,120,0
2025,6,27,NATIONAL CAPITAL REGION (NCR),149,0
2025,6,27,NEGROS ISLAND REGION (NIR),90,0
2025,6,27,REGION I (ILOCOS REGION),137,1
2025,6,27,REGION II (CAGAYAN VALLEY),53,0
2025,6,27,REGION III (CENTRAL LUZON),388,2
2025,6,27,REGION IV-A (CALABARZON),208,1
2025,6,27,REGION IX (ZAMBOANGA PENINSULA),52,0
2025,6,27,REGION V (BICOL REGION),16,0
2025,6,27,REGION VI (WESTERN VISAYAS),148,0
2025,6,27,REGION VII (CENTRAL VISAYAS),54,0
2025,6,27,REGION VIII (EASTERN VISAYAS),10,0
2025,6,27,REGION X (NORTHERN MINDANAO),104,1
2025,6,27,REGION XI (DAVAO REGION),103,1
2025,6,27,REGION XII (SOCCSKSARGEN),113,0
2025,6,27,REGION XIII (CARAGA),26,0
2025,7,27,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),129,1
2025,7,27,CORDILLERA ADMINISTRATIVE REGION (CAR),144,1
2025,7,27,MIMAROPA REGION,333,2
2025,7,27,NATIONAL CAPITAL REGION (NCR),406,0
2025,7,27,NEGROS ISLAND REGION (NIR),201,1
2025,7,27,REGION I (ILOCOS REGION),362,0
2025,7,27,REGION II (CAGAYAN VALLEY),144,0
2025,7,27,REGION III (CENTRAL LUZON),1136,2
2025,7,27,REGION IV-A (CALABARZON),686,4
2025,7,27,REGION IX (ZAMBOANGA PENINSULA),144,1
2025,7,27,REGION V (BICOL REGION),35,0
2025,7,27,REGION VI (WESTERN VISAYAS),386,2
2025,7,27,REGION VII (CENTRAL VISAYAS),137,2
2025,7,27,REGION VIII (EASTERN VISAYAS),28,0
2025,7,27,REGION X (NORTHERN MINDANAO),232,1
2025,7,27,REGION XI (DAVAO REGION),221,0
2025,7,27,REGION XII (SOCCSKSARGEN),220,0
2025,7,27,REGION XIII (CARAGA),68,0
2025,7,28,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),152,1
2025,7,28,CORDILLERA ADMINISTRATIVE REGION (CAR),225,1
2025,7,28,MIMAROPA REGION,461,8
2025,7,28,NATIONAL CAPITAL REGION (NCR),613,8
2025,7,28,NEGROS ISLAND REGION (NIR),301,1
2025,7,28,REGION I (ILOCOS REGION),541,1
2025,7,28,REGION II (CAGAYAN VALLEY),227,0
2025,7,28,REGION III (CENTRAL LUZON),1893,7
2025,7,28,REGION IV-A (CALABARZON),960,5
2025,7,28,REGION IX (ZAMBOANGA PENINSULA),177,2
2025,7,28,REGION V (BICOL REGION),55,0
2025,7,28,REGION VI (WESTERN VISAYAS),668,1
2025,7,28,REGION VII (CENTRAL VISAYAS),224,1
2025,7,28,REGION VIII (EASTERN VISAYAS),60,1
2025,7,28,REGION X (NORTHERN MINDANAO),279,1
2025,7,28,REGION XI (DAVAO REGION),293,3
2025,7,28,REGION XII (SOCCSKSARGEN),278,0
2025,7,28,REGION XIII (CARAGA),94,1
2025,7,29,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),175,2
2025,7,29,CORDILLERA ADMINISTRATIVE REGION (CAR),187,0
2025,7,29,MIMAROPA REGION,402,4
2025,7,29,NATIONAL CAPITAL REGION (NCR),654,2
2025,7,29,NEGROS ISLAND REGION (NIR),252,2
2025,7,29,REGION I (ILOCOS REGION),612,6
2025,7,29,REGION II (CAGAYAN VALLEY),244,1
2025,7,29,REGION III (CENTRAL LUZON),2202,9
2025,7,29,REGION IV-A (CALABARZON),1076,4
2025,7,29,REGION IX (ZAMBOANGA PENINSULA),169,2
2025,7,29,REGION V (BICOL REGION),61,0
2025,7,29,REGION VI (WESTERN VISAYAS),567,1
2025,7,29,REGION VII (CENTRAL VISAYAS),222,2
2025,7,29,REGION VIII (EASTERN VISAYAS),30,0
2025,7,29,REGION X (NORTHERN MINDANAO),272,1
2025,7,29,REGION XI (DAVAO REGION),294,1
2025,7,29,REGION XII (SOCCSKSARGEN),300,2
2025,7,29,REGION XIII (CARAGA),96,0
2025,7,30,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),187,1
2025,7,30,CORDILLERA ADMINISTRATIVE REGION (CAR),183,0
2025,7,30,MIMAROPA REGION,452,2
2025,7,30,NATIONAL CAPITAL REGION (NCR),787,5
2025,7,30,NEGROS ISLAND REGION (NIR),245,0
2025,7,30,REGION I (ILOCOS REGION),665,5
2025,7,30,REGION II (CAGAYAN VALLEY),322,1
2025,7,30,REGION III (CENTRAL LUZON),2141,7
2025,7,30,REGION IV-A (CALABARZON),967,5
2025,7,30,REGION IX (ZAMBOANGA PENINSULA),132,0
2025,7,30,REGION V (BICOL REGION),73,2
2025,7,30,REGION VI (WESTERN VISAYAS),543,0
2025,7,30,REGION VII (CENTRAL VISAYAS),223,3
2025,7,30,REGION VIII (EASTERN VISAYAS),64,0
2025,7,30,REGION X (NORTHERN MINDANAO),306,0
2025,7,30,REGION XI (DAVAO REGION),257,3
2025,7,30,REGION XII (SOCCSKSARGEN),321,0
2025,7,30,REGION XIII (CARAGA),69,0
2025,7,31,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),113,1
2025,7,31,CORDILLERA ADMINISTRATIVE REGION (CAR),123,0
2025,7,31,MIMAROPA REGION,324,0
2025,7,31,NATIONAL CAPITAL REGION (NCR),721,6
2025,7,31,NEGROS ISLAND REGION (NIR),182,1
2025,7,31,REGION I (ILOCOS REGION),507,0
2025,7,31,REGION II (CAGAYAN VALLEY),298,2
2025,7,31,REGION III (CENTRAL LUZON),1753,5
2025,7,31,REGION IV-A (CALABARZON),862,6
2025,7,31,REGION IX (ZAMBOANGA PENINSULA),104,1
2025,7,31,REGION V (BICOL REGION),52,0
2025,7,31,REGION VI (WESTERN VISAYAS),352,1
2025,7,31,REGION VII (CENTRAL VISAYAS),159,0
2025,7,31,REGION VIII (EASTERN VISAYAS),36,0
2025,7,31,REGION X (NORTHERN MINDANAO),189,0
2025,7,31,REGION XI (DAVAO REGION),163,2
2025,7,31,REGION XII (SOCCSKSARGEN),173,0
2025,7,31,REGION XIII (CARAGA),42,0
2025,8,31,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),72,0
2025,8,31,CORDILLERA ADMINISTRATIVE REGION (CAR),61,0
2025,8,31,MIMAROPA REGION,188,0
2025,8,31,NATIONAL CAPITAL REGION (NCR),363,1
2025,8,31,NEGROS ISLAND REGION (NIR),108,0
2025,8,31,REGION I (ILOCOS REGION),242,1
2025,8,31,REGION II (CAGAYAN VALLEY),117,0
2025,8,31,REGION III (CENTRAL LUZON),979,3
2025,8,31,REGION IV-A (CALABARZON),459,1
2025,8,31,REGION IX (ZAMBOANGA PENINSULA),57,0
2025,8,31,REGION V (BICOL REGION),28,1
2025,8,31,REGION VI (WESTERN VISAYAS),134,0
2025,8,31,REGION VII (CENTRAL VISAYAS),57,0
2025,8,31,REGION VIII (EASTERN VISAYAS),23,0
2025,8,31,REGION X (NORTHERN MINDANAO),109,0
2025,8,31,REGION XI (DAVAO REGION),82,2
2025,8,31,REGION XII (SOCCSKSARGEN),96,0
2025,8,31,REGION XIII (CARAGA),20,0
2025,8,32,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),180,0
2025,8,32,CORDILLERA ADMINISTRATIVE REGION (CAR),227,2
2025,8,32,MIMAROPA REGION,452,3
2025,8,32,NATIONAL CAPITAL REGION (NCR),1159,3
2025,8,32,NEGROS ISLAND REGION (NIR),231,0
2025,8,32,REGION I (ILOCOS REGION),827,2
2025,8,32,REGION II (CAGAYAN VALLEY),420,1
2025,8,32,REGION III (CENTRAL LUZON),2900,3
2025,8,32,REGION IV-A (CALABARZON),1379,5
2025,8,32,REGION IX (ZAMBOANGA PENINSULA),145,0
2025,8,32,REGION V (BICOL REGION),76,1
2025,8,32,REGION VI (WESTERN VISAYAS),384,2
2025,8,32,REGION VII (CENTRAL VISAYAS),208,1
2025,8,32,REGION VIII (EASTERN VISAYAS),67,0
2025,8,32,REGION X (NORTHERN MINDANAO),224,2
2025,8,32,REGION XI (DAVAO REGION),238,2
2025,8,32,REGION XII (SOCCSKSARGEN),301,0
2025,8,32,REGION XIII (CARAGA),59,0
2025,8,33,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),159,0
2025,8,33,CORDILLERA ADMINISTRATIVE REGION (CAR),235,0
2025,8,33,MIMAROPA REGION,362,0
2025,8,33,NATIONAL CAPITAL REGION (NCR),1216,3
2025,8,33,NEGROS ISLAND REGION (NIR),225,1
2025,8,33,REGION I (ILOCOS REGION),781,2
2025,8,33,REGION II (CAGAYAN VALLEY),505,1
2025,8,33,REGION III (CENTRAL LUZON),2938,5
2025,8,33,REGION IV-A (CALABARZON),1354,7
2025,8,33,REGION IX (ZAMBOANGA PENINSULA),127,0
2025,8,33,REGION V (BICOL REGION),95,0
2025,8,33,REGION VI (WESTERN VISAYAS),355,0
2025,8,33,REGION VII (CENTRAL VISAYAS),215,2
2025,8,33,REGION VIII (EASTERN VISAYAS),67,0
2025,8,33,REGION X (NORTHERN MINDANAO),195,1
2025,8,33,REGION XI (DAVAO REGION),240,2
2025,8,33,REGION XII (SOCCSKSARGEN),288,0
2025,8,33,REGION XIII (CARAGA),55,0
2025,8,34,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),153,3
2025,8,34,CORDILLERA ADMINISTRATIVE REGION (CAR),206,0
2025,8,34,MIMAROPA REGION,255,3
2025,8,34,NATIONAL CAPITAL REGION (NCR),1111,2
2025,8,34,NEGROS ISLAND REGION (NIR),156,1
2025,8,34,REGION I (ILOCOS REGION),675,2
2025,8,34,REGION II (CAGAYAN VALLEY),485,1
2025,8,34,REGION III (CENTRAL LUZON),2502,12
2025,8,34,REGION IV-A (CALABARZON),1289,4
2025,8,34,REGION IX (ZAMBOANGA PENINSULA),93,1
2025,8,34,REGION V (BICOL REGION),82,0
2025,8,34,REGION VI (WESTERN VISAYAS),306,2
2025,8,34,REGION VII (CENTRAL VISAYAS),183,0
2025,8,34,REGION VIII (EASTERN VISAYAS),47,0
2025,8,34,REGION X (NORTHERN MINDANAO),187,0
2025,8,34,REGION XI (DAVAO REGION),215,4
2025,8,34,REGION XII (SOCCSKSARGEN),182,0
2025,8,34,REGION XIII (CARAGA),46,0
2025,8,35,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),130,2
2025,8,35,CORDILLERA ADMINISTRATIVE REGION (CAR),248,0
2025,8,35,MIMAROPA REGION,265,1
2025,8,35,NATIONAL CAPITAL REGION (NCR),998,5
2025,8,35,NEGROS ISLAND REGION (NIR),154,0
2025,8,35,REGION I (ILOCOS REGION),667,0
2025,8,35,REGION II (CAGAYAN VALLEY),530,2
2025,8,35,REGION III (CENTRAL LUZON),2335,10
2025,8,35,REGION IV-A (CALABARZON),1183,2
2025,8,35,REGION IX (ZAMBOANGA PENINSULA),93,1
2025,8,35,REGION V (BICOL REGION),67,0
2025,8,35,REGION VI (WESTERN VISAYAS),280,0
2025,8,35,REGION VII (CENTRAL VISAYAS),180,0
2025,8,35,REGION VIII (EASTERN VISAYAS),56,0
2025,8,35,REGION X (NORTHERN MINDANAO),181,1
2025,8,35,REGION XI (DAVAO REGION),202,1
2025,8,35,REGION XII (SOCCSKSARGEN),239,0
2025,8,35,REGION XIII (CARAGA),48,0
2025,8,36,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),15,0
2025,8,36,CORDILLERA ADMINISTRATIVE REGION (CAR),24,0
2025,8,36,MIMAROPA REGION,48,0
2025,8,36,NATIONAL CAPITAL REGION (NCR),184,1
2025,8,36,NEGROS ISLAND REGION (NIR),16,0
2025,8,36,REGION I (ILOCOS REGION),106,1
2025,8,36,REGION II (CAGAYAN VALLEY),91,0
2025,8,36,REGION III (CENTRAL LUZON),361,1
2025,8,36,REGION IV-A (CALABARZON),197,1
2025,8,36,REGION IX (ZAMBOANGA PENINSULA),15,0
2025,8,36,REGION V (BICOL REGION),20,0
2025,8,36,REGION VI (WESTERN VISAYAS),37,0
2025,8,36,REGION VII (CENTRAL VISAYAS),33,0
2025,8,36,REGION VIII (EASTERN VISAYAS),10,0
2025,8,36,REGION X (NORTHERN MINDANAO),35,1
2025,8,36,REGION XI (DAVAO REGION),25,0
2025,8,36,REGION XII (SOCCSKSARGEN),34,0
2025,8,36,REGION XIII (CARAGA),7,0
2025,9,36,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),112,0
2025,9,36,CORDILLERA ADMINISTRATIVE REGION (CAR),200,0
2025,9,36,MIMAROPA REGION,228,2
2025,9,36,NATIONAL CAPITAL REGION (NCR),939,5
2025,9,36,NEGROS ISLAND REGION (NIR),154,1
2025,9,36,REGION I (ILOCOS REGION),561,2
2025,9,36,REGION II (CAGAYAN VALLEY),469,1
2025,9,36,REGION III (CENTRAL LUZON),2132,8
2025,9,36,REGION IV-A (CALABARZON),1051,6
2025,9,36,REGION IX (ZAMBOANGA PENINSULA),99,0
2025,9,36,REGION V (BICOL REGION),47,0
2025,9,36,REGION VI (WESTERN VISAYAS),235,3
2025,9,36,REGION VII (CENTRAL VISAYAS),172,2
2025,9,36,REGION VIII (EASTERN VISAYAS),35,1
2025,9,36,REGION X (NORTHERN MINDANAO),169,3
2025,9,36,REGION XI (DAVAO REGION),219,1
2025,9,36,REGION XII (SOCCSKSARGEN),171,0
2025,9,36,REGION XIII (CARAGA),49,0
2025,9,37,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),93,0
2025,9,37,CORDILLERA ADMINISTRATIVE REGION (CAR),240,0
2025,9,37,MIMAROPA REGION,241,0
2025,9,37,NATIONAL CAPITAL REGION (NCR),1192,5
2025,9,37,NEGROS ISLAND REGION (NIR),145,0
2025,9,37,REGION I (ILOCOS REGION),530,1
2025,9,37,REGION II (CAGAYAN VALLEY),504,1
2025,9,37,REGION III (CENTRAL LUZON),2222,9
2025,9,37,REGION IV-A (CALABARZON),1199,3
2025,9,37,REGION IX (ZAMBOANGA PENINSULA),110,0
2025,9,37,REGION V (BICOL REGION),43,0
2025,9,37,REGION VI (WESTERN VISAYAS),275,0
2025,9,37,REGION VII (CENTRAL VISAYAS),177,0
2025,9,37,REGION VIII (EASTERN VISAYAS),45,0
2025,9,37,REGION X (NORTHERN MINDANAO),181,0
2025,9,37,REGION XI (DAVAO REGION),215,0
2025,9,37,REGION XII (SOCCSKSARGEN),214,0
2025,9,37,REGION XIII (CARAGA),52,0
2025,9,38,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),104,0
2025,9,38,CORDILLERA ADMINISTRATIVE REGION (CAR),249,1
2025,9,38,MIMAROPA REGION,221,1
2025,9,38,NATIONAL CAPITAL REGION (NCR),1174,3
2025,9,38,NEGROS ISLAND REGION (NIR),166,0
2025,9,38,REGION I (ILOCOS REGION),434,0
2025,9,38,REGION II (CAGAYAN VALLEY),505,0
2025,9,38,REGION III (CENTRAL LUZON),2064,8
2025,9,38,REGION IV-A (CALABARZON),1087,1
2025,9,38,REGION IX (ZAMBOANGA PENINSULA),76,0
2025,9,38,REGION V (BICOL REGION),60,0
2025,9,38,REGION VI (WESTERN VISAYAS),302,0
2025,9,38,REGION VII (CENTRAL VISAYAS),175,0
2025,9,38,REGION VIII (EASTERN VISAYAS),47,0
2025,9,38,REGION X (NORTHERN MINDANAO),189,0
2025,9,38,REGION XI (DAVAO REGION),245,0
2025,9,38,REGION XII (SOCCSKSARGEN),203,3
2025,9,38,REGION XIII (CARAGA),33,1
2025,9,39,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),97,1
2025,9,39,CORDILLERA ADMINISTRATIVE REGION (CAR),265,0
2025,9,39,MIMAROPA REGION,198,2
2025,9,39,NATIONAL CAPITAL REGION (NCR),1235,7
2025,9,39,NEGROS ISLAND REGION (NIR),118,1
2025,9,39,REGION I (ILOCOS REGION),408,2
2025,9,39,REGION II (CAGAYAN VALLEY),491,1
2025,9,39,REGION III (CENTRAL LUZON),1878,7
2025,9,39,REGION IV-A (CALABARZON),1149,4
2025,9,39,REGION IX (ZAMBOANGA PENINSULA),118,1
2025,9,39,REGION V (BICOL REGION),67,1
2025,9,39,REGION VI (WESTERN VISAYAS),230,1
2025,9,39,REGION VII (CENTRAL VISAYAS),202,0
2025,9,39,REGION VIII (EASTERN VISAYAS),41,0
2025,9,39,REGION X (NORTHERN MINDANAO),163,0
2025,9,39,REGION XI (DAVAO REGION),251,1
2025,9,39,REGION XII (SOCCSKSARGEN),189,1
2025,9,39,REGION XIII (CARAGA),44,0
2025,9,40,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),41,0
2025,9,40,CORDILLERA ADMINISTRATIVE REGION (CAR),142,0
2025,9,40,MIMAROPA REGION,118,0
2025,9,40,NATIONAL CAPITAL REGION (NCR),555,3
2025,9,40,NEGROS ISLAND REGION (NIR),48,0
2025,9,40,REGION I (ILOCOS REGION),157,0
2025,9,40,REGION II (CAGAYAN VALLEY),189,0
2025,9,40,REGION III (CENTRAL LUZON),723,4
2025,9,40,REGION IV-A (CALABARZON),476,1
2025,9,40,REGION IX (ZAMBOANGA PENINSULA),53,0
2025,9,40,REGION V (BICOL REGION),40,0
2025,9,40,REGION VI (WESTERN VISAYAS),109,1
2025,9,40,REGION VII (CENTRAL VISAYAS),67,1
2025,9,40,REGION VIII (EASTERN VISAYAS),25,0
2025,9,40,REGION X (NORTHERN MINDANAO),71,1
2025,9,40,REGION XI (DAVAO REGION),81,0
2025,9,40,REGION XII (SOCCSKSARGEN),82,0
2025,9,40,REGION XIII (CARAGA),22,0
2025,10,40,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),53,0
2025,10,40,CORDILLERA ADMINISTRATIVE REGION (CAR),201,0
2025,10,40,MIMAROPA REGION,121,0
2025,10,40,NATIONAL CAPITAL REGION (NCR),884,1
2025,10,40,NEGROS ISLAND REGION (NIR),61,0
2025,10,40,REGION I (ILOCOS REGION),248,1
2025,10,40,REGION II (CAGAYAN VALLEY),226,0
2025,10,40,REGION III (CENTRAL LUZON),1243,6
2025,10,40,REGION IV-A (CALABARZON),864,5
2025,10,40,REGION IX (ZAMBOANGA PENINSULA),68,0
2025,10,40,REGION V (BICOL REGION),38,0
2025,10,40,REGION VI (WESTERN VISAYAS),161,0
2025,10,40,REGION VII (CENTRAL VISAYAS),113,0
2025,10,40,REGION VIII (EASTERN VISAYAS),43,0
2025,10,40,REGION X (NORTHERN MINDANAO),118,1
2025,10,40,REGION XI (DAVAO REGION),159,1
2025,10,40,REGION XII (SOCCSKSARGEN),142,1
2025,10,40,REGION XIII (CARAGA),28,1
2025,10,41,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),105,0
2025,10,41,CORDILLERA ADMINISTRATIVE REGION (CAR),347,0
2025,10,41,MIMAROPA REGION,221,1
2025,10,41,NATIONAL CAPITAL REGION (NCR),1441,5
2025,10,41,NEGROS ISLAND REGION (NIR),122,0
2025,10,41,REGION I (ILOCOS REGION),394,1
2025,10,41,REGION II (CAGAYAN VALLEY),394,1
2025,10,41,REGION III (CENTRAL LUZON),1994,8
2025,10,41,REGION IV-A (CALABARZON),1276,7
2025,10,41,REGION IX (ZAMBOANGA PENINSULA),71,0
2025,10,41,REGION V (BICOL REGION),75,1
2025,10,41,REGION VI (WESTERN VISAYAS),264,2
2025,10,41,REGION VII (CENTRAL VISAYAS),213,0
2025,10,41,REGION VIII (EASTERN VISAYAS),85,0
2025,10,41,REGION X (NORTHERN MINDANAO),208,0
2025,10,41,REGION XI (DAVAO REGION),239,2
2025,10,41,REGION XII (SOCCSKSARGEN),199,0
2025,10,41,REGION XIII (CARAGA),60,0
2025,10,42,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),103,1
2025,10,42,CORDILLERA ADMINISTRATIVE REGION (CAR),345,1
2025,10,42,MIMAROPA REGION,250,1
2025,10,42,NATIONAL CAPITAL REGION (NCR),1253,7
2025,10,42,NEGROS ISLAND REGION (NIR),120,2
2025,10,42,REGION I (ILOCOS REGION),399,0
2025,10,42,REGION II (CAGAYAN VALLEY),372,1
2025,10,42,REGION III (CENTRAL LUZON),1912,7
2025,10,42,REGION IV-A (CALABARZON),1150,5
2025,10,42,REGION IX (ZAMBOANGA PENINSULA),84,1
2025,10,42,REGION V (BICOL REGION),49,0
2025,10,42,REGION VI (WESTERN VISAYAS),321,2
2025,10,42,REGION VII (CENTRAL VISAYAS),199,0
2025,10,42,REGION VIII (EASTERN VISAYAS),47,0
2025,10,42,REGION X (NORTHERN MINDANAO),192,0
2025,10,42,REGION XI (DAVAO REGION),251,0
2025,10,42,REGION XII (SOCCSKSARGEN),206,0
2025,10,42,REGION XIII (CARAGA),63,0
2025,10,43,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),91,0
2025,10,43,CORDILLERA ADMINISTRATIVE REGION (CAR),316,1
2025,10,43,MIMAROPA REGION,270,4
2025,10,43,NATIONAL CAPITAL REGION (NCR),1322,11
2025,10,43,NEGROS ISLAND REGION (NIR),107,0
2025,10,43,REGION I (ILOCOS REGION),342,8
2025,10,43,REGION II (CAGAYAN VALLEY),373,0
2025,10,43,REGION III (CENTRAL LUZON),1795,4
2025,10,43,REGION IV-A (CALABARZON),1135,11
2025,10,43,REGION IX (ZAMBOANGA PENINSULA),103,0
2025,10,43,REGION V (BICOL REGION),59,0
2025,10,43,REGION VI (WESTERN VISAYAS),324,1
2025,10,43,REGION VII (CENTRAL VISAYAS),228,1
2025,10,43,REGION VIII (EASTERN VISAYAS),59,0
2025,10,43,REGION X (NORTHERN MINDANAO),219,2
2025,10,43,REGION XI (DAVAO REGION),289,1
2025,10,43,REGION XII (SOCCSKSARGEN),203,1
2025,10,43,REGION XIII (CARAGA),55,0
2025,10,44,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),59,0
2025,10,44,CORDILLERA ADMINISTRATIVE REGION (CAR),226,0
2025,10,44,MIMAROPA REGION,210,2
2025,10,44,NATIONAL CAPITAL REGION (NCR),735,1
2025,10,44,NEGROS ISLAND REGION (NIR),80,0
2025,10,44,REGION I (ILOCOS REGION),224,1
2025,10,44,REGION II (CAGAYAN VALLEY),210,0
2025,10,44,REGION III (CENTRAL LUZON),1248,2
2025,10,44,REGION IV-A (CALABARZON),671,4
2025,10,44,REGION IX (ZAMBOANGA PENINSULA),71,0
2025,10,44,REGION V (BICOL REGION),38,1
2025,10,44,REGION VI (WESTERN VISAYAS),247,3
2025,10,44,REGION VII (CENTRAL VISAYAS),141,1
2025,10,44,REGION VIII (EASTERN VISAYAS),14,0
2025,10,44,REGION X (NORTHERN MINDANAO),139,1
2025,10,44,REGION XI (DAVAO REGION),196,1
2025,10,44,REGION XII (SOCCSKSARGEN),115,1
2025,10,44,REGION XIII (CARAGA),50,0
2025,11,44,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),12,0
2025,11,44,CORDILLERA ADMINISTRATIVE REGION (CAR),44,0
2025,11,44,MIMAROPA REGION,61,0
2025,11,44,NATIONAL CAPITAL REGION (NCR),87,0
2025,11,44,NEGROS ISLAND REGION (NIR),14,0
2025,11,44,REGION I (ILOCOS REGION),35,0
2025,11,44,REGION II (CAGAYAN VALLEY),21,0
2025,11,44,REGION III (CENTRAL LUZON),251,0
2025,11,44,REGION IV-A (CALABARZON),135,1
2025,11,44,REGION IX (ZAMBOANGA PENINSULA),18,0
2025,11,44,REGION V (BICOL REGION),5,0
2025,11,44,REGION VI (WESTERN VISAYAS),37,0
